M-D,M,D,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
12-19,12,19,0.043200023328,0.086400046656,0.086400046656,0.16260008780399998,0.101600054864,0.16260008780399998,0.06100003294,0.06350003429000001,0.078700042498,0.058400031536,0.06350003429000001,0.09400005076,0.08380004525200001,0.09400005076,0.08130004390199999,0.086400046656,0.116800063072,0.101600054864,0.03050001647,0.08130004390199999,0.08130004390199999,0.076200041148,0.09650005211,0.08130004390199999,0.06350003429000001,0.106700057618,0.101600054864,0.06100003294,0.101600054864,0.086400046656,0.152400082296,0.055900030186,0.03300001782,0.08130004390199999,0.068600037044,0.055900030186,0.111800060372,0.08380004525200001,0.08130004390199999,0.12700006858000001,0.050800027432,0.03050001647,0.06600003564,0.050800027432,0.055900030186,0.050800027432,0.03050001647,0.050800027432,0.06100003294,0.08151091358108696,0.08130004390199999,0.0958750517725,0.114300061722,0.16260008780399998,2023-12-19
12-20,12,20,0.043200023328,0.088900048006,0.086400046656,0.170200091908,0.101600054864,0.16260008780399998,0.06100003294,0.06350003429000001,0.09140004935599999,0.06100003294,0.06600003564,0.09400005076,0.08380004525200001,0.09910005351399999,0.08130004390199999,0.086400046656,0.13210007133399998,0.101600054864,0.03050001647,0.08380004525200001,0.086400046656,0.076200041148,0.101600054864,0.086400046656,0.06350003429000001,0.12450006723,0.101600054864,0.06100003294,0.101600054864,0.086400046656,0.1600000864,0.055900030186,0.03300001782,0.08380004525200001,0.06350003429000001,0.055900030186,0.116800063072,0.08380004525200001,0.088900048006,0.12700006858000001,0.050800027432,0.03050001647,0.06600003564,0.050800027432,0.055900030186,0.050800027432,0.03050001647,0.050800027432,0.06100003294,0.08371743651173913,0.08380004525200001,0.1009750545265,0.125750067905,0.170200091908,2023-12-20
12-21,12,21,0.043200023328,0.09140004935599999,0.086400046656,0.17270009325799998,0.101600054864,0.16260008780399998,0.06100003294,0.06350003429000001,0.09140004935599999,0.06100003294,0.06600003564,0.09400005076,0.08380004525200001,0.101600054864,0.08380004525200001,0.086400046656,0.13970007543799998,0.104100056214,0.03050001647,0.088900048006,0.088900048006,0.076200041148,0.106700057618,0.088900048006,0.06600003564,0.12190006582599998,0.13210007133399998,0.06350003429000001,0.101600054864,0.086400046656,0.18030009736199998,0.055900030186,0.035600019223999996,0.08380004525200001,0.058400031536,0.06100003294,0.116800063072,0.08380004525200001,0.088900048006,0.12700006858000001,0.050800027432,0.03300001782,0.07110003839399999,0.050800027432,0.055900030186,0.050800027432,0.03050001647,0.050800027432,0.06100003294,0.08586308984430435,0.085100045954,0.101600054864,0.129550069957,0.18030009736199998,2023-12-21
12-22,12,22,0.045700024677999995,0.09650005211,0.086400046656,0.17270009325799998,0.101600054864,0.16260008780399998,0.06100003294,0.06600003564,0.09140004935599999,0.06100003294,0.068600037044,0.09400005076,0.086400046656,0.106700057618,0.08380004525200001,0.09140004935599999,0.14480007819200003,0.106700057618,0.040600021923999995,0.09140004935599999,0.088900048006,0.078700042498,0.106700057618,0.09140004935599999,0.06600003564,0.11940006447600002,0.137200074088,0.06600003564,0.101600054864,0.086400046656,0.18540010011600003,0.055900030186,0.038100020574,0.086400046656,0.073700039798,0.06350003429000001,0.12190006582599998,0.08380004525200001,0.088900048006,0.12950006993,0.050800027432,0.03300001782,0.076200041148,0.050800027432,0.055900030186,0.053300028782,0.03300001782,0.050800027432,0.06412503462750001,0.08801526491952175,0.086400046656,0.101600054864,0.133350072009,0.18540010011600003,2023-12-22
12-23,12,23,0.045700024677999995,0.09650005211,0.086400046656,0.175300094662,0.101600054864,0.16260008780399998,0.058400031536,0.088900048006,0.09140004935599999,0.06350003429000001,0.068600037044,0.09910005351399999,0.086400046656,0.111800060372,0.086400046656,0.09650005211,0.149900080946,0.106700057618,0.043200023328,0.09650005211,0.09140004935599999,0.08130004390199999,0.106700057618,0.09140004935599999,0.07110003839399999,0.12190006582599998,0.13210007133399998,0.068600037044,0.106700057618,0.088900048006,0.18540010011600003,0.058400031536,0.038100020574,0.088900048006,0.078700042498,0.073700039798,0.12450006723,0.08380004525200001,0.088900048006,0.12950006993,0.055900030186,0.035600019223999996,0.076200041148,0.050800027432,0.055900030186,0.053300028782,0.035600019223999996,0.052050028107000004,0.068600037044,0.09028483136247825,0.088900048006,0.1054250569295,0.130800070632,0.18540010011600003,2023-12-23
12-24,12,24,0.048300026082,0.09650005211,0.09910005351399999,0.18540010011600003,0.101600054864,0.165100089154,0.058400031536,0.09650005211,0.09400005076,0.06350003429000001,0.07110003839399999,0.101600054864,0.086400046656,0.114300061722,0.086400046656,0.09650005211,0.149900080946,0.106700057618,0.045700024677999995,0.09910005351399999,0.09140004935599999,0.08130004390199999,0.109200058968,0.09140004935599999,0.076200041148,0.12700006858000001,0.12950006993,0.073700039798,0.106700057618,0.086400046656,0.18540010011600003,0.058400031536,0.040600021923999995,0.09140004935599999,0.076200041148,0.076200041148,0.12450006723,0.09140004935599999,0.09140004935599999,0.12950006993,0.055900030186,0.045700024677999995,0.078700042498,0.053300028782,0.06100003294,0.053300028782,0.040600021923999995,0.053300028782,0.071750038745,0.09243048469504349,0.09140004935599999,0.1054250569295,0.12950006993,0.18540010011600003,2023-12-24
12-25,12,25,0.048300026082,0.104100056214,0.104100056214,0.198100106974,0.101600054864,0.165100089154,0.058400031536,0.09650005211,0.09400005076,0.06350003429000001,0.076200041148,0.106700057618,0.086400046656,0.114300061722,0.086400046656,0.101600054864,0.147300079542,0.106700057618,0.050800027432,0.09910005351399999,0.09400005076,0.08130004390199999,0.111800060372,0.09140004935599999,0.09140004935599999,0.12450006723,0.13210007133399998,0.076200041148,0.106700057618,0.086400046656,0.18540010011600003,0.06100003294,0.045700024677999995,0.09400005076,0.076200041148,0.076200041148,0.12700006858000001,0.09400005076,0.09650005211,0.12950006993,0.055900030186,0.058400031536,0.086400046656,0.053300028782,0.06100003294,0.053300028782,0.045700024677999995,0.054600029484,0.076200041148,0.09475657290765217,0.09400005076,0.106700057618,0.130800070632,0.198100106974,2023-12-25
12-26,12,26,0.048300026082,0.109200058968,0.104100056214,0.215900116586,0.104100056214,0.165100089154,0.055900030186,0.09650005211,0.109200058968,0.06350003429000001,0.078700042498,0.116800063072,0.086400046656,0.114300061722,0.086400046656,0.101600054864,0.14480007819200003,0.106700057618,0.050800027432,0.09910005351399999,0.09400005076,0.08130004390199999,0.114300061722,0.09400005076,0.09650005211,0.12450006723,0.13210007133399998,0.076200041148,0.116800063072,0.09140004935599999,0.18540010011600003,0.06100003294,0.045700024677999995,0.09140004935599999,0.086400046656,0.076200041148,0.13460007268399998,0.106700057618,0.09650005211,0.12950006993,0.055900030186,0.058400031536,0.088900048006,0.053300028782,0.06350003429000001,0.053300028782,0.045700024677999995,0.054600029484,0.076200041148,0.0970696176349565,0.095250051435,0.11302506103349999,0.13335007200899998,0.215900116586,2023-12-26
12-27,12,27,0.048300026082,0.114300061722,0.104100056214,0.215900116586,0.106700057618,0.165100089154,0.055900030186,0.104100056214,0.109200058968,0.06350003429000001,0.078700042498,0.12450006723,0.086400046656,0.116800063072,0.086400046656,0.101600054864,0.14480007819200003,0.106700057618,0.055900030186,0.09910005351399999,0.09400005076,0.08130004390199999,0.114300061722,0.09400005076,0.09910005351399999,0.12700006858000001,0.13210007133399998,0.076200041148,0.12190006582599998,0.09910005351399999,0.18540010011600003,0.06100003294,0.048300026082,0.09140004935599999,0.086400046656,0.076200041148,0.13460007268399998,0.106700057618,0.09650005211,0.12950006993,0.058400031536,0.06600003564,0.088900048006,0.055900030186,0.068600037044,0.053300028782,0.048300026082,0.055900030186,0.076200041148,0.09856744453073914,0.097800052812,0.114300061722,0.13335007200899998,0.215900116586,2023-12-27
12-28,12,28,0.050800027432,0.116800063072,0.104100056214,0.215900116586,0.106700057618,0.16760009050400002,0.053300028782,0.109200058968,0.109200058968,0.06350003429000001,0.078700042498,0.12950006993,0.086400046656,0.11940006447600002,0.086400046656,0.101600054864,0.14480007819200003,0.109200058968,0.055900030186,0.09910005351399999,0.09400005076,0.08130004390199999,0.114300061722,0.09400005076,0.09910005351399999,0.12450006723,0.13210007133399998,0.076200041148,0.12190006582599998,0.09910005351399999,0.18540010011600003,0.06350003429000001,0.048300026082,0.09140004935599999,0.086400046656,0.076200041148,0.137200074088,0.109200058968,0.09650005211,0.13210007133399998,0.058400031536,0.073700039798,0.09650005211,0.055900030186,0.07110003839399999,0.055900030186,0.048300026082,0.055900030186,0.076200041148,0.09961527118352176,0.097800052812,0.1161750627345,0.134650072711,0.215900116586,2023-12-28
12-29,12,29,0.050800027432,0.116800063072,0.104100056214,0.22100011934000002,0.106700057618,0.16760009050400002,0.053300028782,0.109200058968,0.109200058968,0.06350003429000001,0.08130004390199999,0.13460007268399998,0.086400046656,0.11940006447600002,0.086400046656,0.104100056214,0.14480007819200003,0.111800060372,0.06600003564,0.09910005351399999,0.09400005076,0.08130004390199999,0.114300061722,0.09650005211,0.09400005076,0.12700006858000001,0.13460007268399998,0.076200041148,0.12450006723,0.101600054864,0.18540010011600003,0.06600003564,0.050800027432,0.09400005076,0.09140004935599999,0.076200041148,0.13970007543799998,0.109200058968,0.09650005211,0.13460007268399998,0.068600037044,0.073700039798,0.09650005211,0.055900030186,0.086400046656,0.055900030186,0.050800027432,0.05970003223800001,0.0774750418365,0.10132396775839128,0.09650005211,0.1161750627345,0.137150074061,0.22100011934000002,2023-12-29
12-30,12,30,0.050800027432,0.12190006582599998,0.106700057618,0.22100011934000002,0.106700057618,0.16760009050400002,0.053300028782,0.109200058968,0.111800060372,0.06350003429000001,0.08130004390199999,0.137200074088,0.088900048006,0.11940006447600002,0.09140004935599999,0.106700057618,0.14220007678799998,0.111800060372,0.068600037044,0.101600054864,0.09650005211,0.08130004390199999,0.114300061722,0.101600054864,0.101600054864,0.12950006993,0.13210007133399998,0.076200041148,0.12450006723,0.104100056214,0.18540010011600003,0.068600037044,0.050800027432,0.09650005211,0.09140004935599999,0.076200041148,0.13970007543799998,0.109200058968,0.09650005211,0.13460007268399998,0.07110003839399999,0.076200041148,0.09650005211,0.058400031536,0.09140004935599999,0.055900030186,0.050800027432,0.060950032913,0.0774750418365,0.10264570760256522,0.101600054864,0.11812506378750001,0.13845007476299998,0.22100011934000002,2023-12-30
12-31,12,31,0.050800027432,0.13460007268399998,0.111800060372,0.23370012619799999,0.106700057618,0.17270009325799998,0.053300028782,0.111800060372,0.114300061722,0.06600003564,0.08380004525200001,0.137200074088,0.088900048006,0.11940006447600002,0.09400005076,0.11940006447600002,0.13970007543799998,0.114300061722,0.068600037044,0.101600054864,0.114300061722,0.08130004390199999,0.114300061722,0.101600054864,0.09910005351399999,0.13210007133399998,0.12950006993,0.08130004390199999,0.12190006582599998,0.106700057618,0.18540010011600003,0.068600037044,0.055900030186,0.09650005211,0.09140004935599999,0.076200041148,0.13970007543799998,0.109200058968,0.09910005351399999,0.13460007268399998,0.07110003839399999,0.086400046656,0.101600054864,0.058400031536,0.09140004935599999,0.055900030186,0.050800027432,0.062200033588,0.08192504423949999,0.10491527404552174,0.101600054864,0.11940006447600002,0.13845007476299998,0.23370012619799999,2023-12-31
01-01,1,1,0.050800027432,0.137200074088,0.114300061722,0.24380013165199996,0.106700057618,0.17270009325799998,0.053300028782,0.111800060372,0.114300061722,0.06600003564,0.08380004525200001,0.137200074088,0.088900048006,0.12190006582599998,0.09400005076,0.13210007133399998,0.13970007543799998,0.114300061722,0.07110003839399999,0.101600054864,0.114300061722,0.086400046656,0.12190006582599998,0.101600054864,0.09650005211,0.137200074088,0.13210007133399998,0.08130004390199999,0.11940006447600002,0.109200058968,0.18540010011600003,0.068600037044,0.055900030186,0.101600054864,0.09400005076,0.076200041148,0.13970007543799998,0.109200058968,0.09910005351399999,0.13970007543799998,0.07110003839399999,0.101600054864,0.116800063072,0.058400031536,0.088900048006,0.058400031536,0.050800027432,0.062200033588,0.08445004560300001,0.10695657949565218,0.104150056241,0.12190006582599998,0.13970007543799998,0.24380013165199996,2023-01-01
01-02,1,2,0.050800027432,0.14480007819200003,0.116800063072,0.24380013165199996,0.106700057618,0.17270009325799998,0.055900030186,0.111800060372,0.116800063072,0.068600037044,0.08380004525200001,0.137200074088,0.088900048006,0.12190006582599998,0.09400005076,0.13460007268399998,0.137200074088,0.116800063072,0.07110003839399999,0.104100056214,0.114300061722,0.088900048006,0.12450006723,0.104100056214,0.09140004935599999,0.13970007543799998,0.13210007133399998,0.08130004390199999,0.12190006582599998,0.111800060372,0.18540010011600003,0.068600037044,0.058400031536,0.106700057618,0.09910005351399999,0.076200041148,0.14220007678799998,0.109200058968,0.09910005351399999,0.147300079542,0.07110003839399999,0.101600054864,0.12950006993,0.058400031536,0.09650005211,0.06350003429000001,0.050800027432,0.066050035667,0.0850750459405,0.10871962392595651,0.106700057618,0.128250069255,0.14350007749,0.24380013165199996,2023-01-02
01-03,1,3,0.050800027432,0.147300079542,0.11940006447600002,0.24380013165199996,0.106700057618,0.17270009325799998,0.068600037044,0.111800060372,0.116800063072,0.068600037044,0.08380004525200001,0.137200074088,0.088900048006,0.12950006993,0.09650005211,0.149900080946,0.137200074088,0.116800063072,0.07110003839399999,0.104100056214,0.114300061722,0.088900048006,0.12700006858000001,0.111800060372,0.09140004935599999,0.13970007543799998,0.13460007268399998,0.08130004390199999,0.11940006447600002,0.116800063072,0.18800010152,0.068600037044,0.06100003294,0.106700057618,0.101600054864,0.076200041148,0.14480007819200003,0.109200058968,0.09910005351399999,0.147300079542,0.073700039798,0.101600054864,0.13210007133399998,0.058400031536,0.104100056214,0.068600037044,0.050800027432,0.068600037044,0.0850750459405,0.1106022336382174,0.107950058293,0.131450070983,0.147300079542,0.24380013165199996,2023-01-03
01-04,1,4,0.050800027432,0.147300079542,0.11940006447600002,0.25400013716000003,0.109200058968,0.17270009325799998,0.068600037044,0.111800060372,0.12190006582599998,0.068600037044,0.08380004525200001,0.137200074088,0.088900048006,0.13210007133399998,0.09650005211,0.175300094662,0.14220007678799998,0.116800063072,0.07110003839399999,0.104100056214,0.111800060372,0.088900048006,0.12700006858000001,0.11940006447600002,0.09400005076,0.147300079542,0.137200074088,0.08130004390199999,0.116800063072,0.11940006447600002,0.19050010287,0.068600037044,0.06100003294,0.109200058968,0.109200058968,0.078700042498,0.147300079542,0.109200058968,0.09910005351399999,0.149900080946,0.073700039798,0.101600054864,0.13210007133399998,0.058400031536,0.101600054864,0.068600037044,0.050800027432,0.068600037044,0.0850750459405,0.11248049552204348,0.109200058968,0.13210007133399998,0.148600080244,0.25400013716000003,2023-01-04
01-05,1,5,0.050800027432,0.149900080946,0.11940006447600002,0.25400013716000003,0.109200058968,0.17270009325799998,0.07110003839399999,0.12190006582599998,0.12190006582599998,0.073700039798,0.09140004935599999,0.13970007543799998,0.088900048006,0.13460007268399998,0.09650005211,0.18290009876600002,0.13970007543799998,0.116800063072,0.076200041148,0.109200058968,0.111800060372,0.09140004935599999,0.12700006858000001,0.12190006582599998,0.09910005351399999,0.149900080946,0.14220007678799998,0.08380004525200001,0.114300061722,0.12190006582599998,0.195600105624,0.068600037044,0.06350003429000001,0.109200058968,0.111800060372,0.078700042498,0.154900083646,0.111800060372,0.09910005351399999,0.152400082296,0.073700039798,0.106700057618,0.13210007133399998,0.058400031536,0.106700057618,0.068600037044,0.050800027432,0.069850037719,0.0895250483435,0.11468701845269566,0.111800060372,0.13397507234649997,0.153650082971,0.25400013716000003,2023-01-05
01-06,1,6,0.050800027432,0.16260008780399998,0.11940006447600002,0.25650013851000003,0.109200058968,0.175300094662,0.073700039798,0.13210007133399998,0.12190006582599998,0.073700039798,0.09140004935599999,0.13460007268399998,0.09400005076,0.13970007543799998,0.09910005351399999,0.18290009876600002,0.13970007543799998,0.12950006993,0.088900048006,0.106700057618,0.111800060372,0.09400005076,0.12700006858000001,0.12190006582599998,0.09910005351399999,0.147300079542,0.13970007543799998,0.09140004935599999,0.116800063072,0.12450006723,0.198100106974,0.068600037044,0.06350003429000001,0.109200058968,0.114300061722,0.08130004390199999,0.154900083646,0.111800060372,0.101600054864,0.152400082296,0.08130004390199999,0.13210007133399998,0.13210007133399998,0.06350003429000001,0.109200058968,0.073700039798,0.050800027432,0.073700039798,0.092050049707,0.1174522373372174,0.113050061047,0.13397507234649997,0.158750085725,0.25650013851000003,2023-01-06
01-07,1,7,0.050800027432,0.16260008780399998,0.11940006447600002,0.25650013851000003,0.116800063072,0.177800096012,0.076200041148,0.13460007268399998,0.12190006582599998,0.073700039798,0.09140004935599999,0.137200074088,0.101600054864,0.14480007819200003,0.101600054864,0.18540010011600003,0.13970007543799998,0.12950006993,0.09140004935599999,0.106700057618,0.111800060372,0.101600054864,0.12450006723,0.11940006447600002,0.09910005351399999,0.152400082296,0.13970007543799998,0.09910005351399999,0.12450006723,0.12450006723,0.198100106974,0.068600037044,0.06600003564,0.109200058968,0.111800060372,0.08130004390199999,0.154900083646,0.11940006447600002,0.104100056214,0.152400082296,0.08130004390199999,0.14480007819200003,0.14480007819200003,0.06350003429000001,0.111800060372,0.073700039798,0.050800027432,0.073700039798,0.09910005351399999,0.11960658632665216,0.11810006377400001,0.13970007543799998,0.158750085725,0.25650013851000003,2023-01-07
01-08,1,8,0.050800027432,0.16260008780399998,0.11940006447600002,0.259100139914,0.12450006723,0.177800096012,0.076200041148,0.137200074088,0.12190006582599998,0.07110003839399999,0.09400005076,0.154900083646,0.106700057618,0.14480007819200003,0.104100056214,0.18540010011600003,0.147300079542,0.12950006993,0.09140004935599999,0.106700057618,0.111800060372,0.104100056214,0.12450006723,0.116800063072,0.09910005351399999,0.15750008505,0.14220007678799998,0.101600054864,0.13460007268399998,0.12450006723,0.198100106974,0.073700039798,0.06600003564,0.114300061722,0.111800060372,0.086400046656,0.1600000864,0.11940006447600002,0.109200058968,0.152400082296,0.08130004390199999,0.14480007819200003,0.14480007819200003,0.06600003564,0.111800060372,0.076200041148,0.050800027432,0.074950040473,0.09972505385149999,0.1217022396322174,0.11810006377400001,0.14480007819200003,0.161300087102,0.259100139914,2023-01-08
01-09,1,9,0.050800027432,0.165100089154,0.12190006582599998,0.259100139914,0.12450006723,0.177800096012,0.078700042498,0.14220007678799998,0.12190006582599998,0.076200041148,0.09650005211,0.154900083646,0.106700057618,0.14480007819200003,0.106700057618,0.18540010011600003,0.1600000864,0.12950006993,0.09140004935599999,0.109200058968,0.111800060372,0.104100056214,0.12450006723,0.116800063072,0.111800060372,0.165100089154,0.14220007678799998,0.101600054864,0.13460007268399998,0.12450006723,0.198100106974,0.073700039798,0.068600037044,0.11940006447600002,0.111800060372,0.086400046656,0.18290009876600002,0.12190006582599998,0.109200058968,0.152400082296,0.08130004390199999,0.14480007819200003,0.14480007819200003,0.06600003564,0.114300061722,0.076200041148,0.050800027432,0.076200041148,0.1022250552015,0.12374137116813044,0.12065006515099999,0.14480007819200003,0.171450092583,0.259100139914,2023-01-09
01-10,1,10,0.050800027432,0.16760009050400002,0.12190006582599998,0.261600141264,0.12450006723,0.177800096012,0.078700042498,0.147300079542,0.12700006858000001,0.076200041148,0.09650005211,0.154900083646,0.106700057618,0.14480007819200003,0.106700057618,0.18800010152,0.175300094662,0.12950006993,0.09910005351399999,0.111800060372,0.114300061722,0.109200058968,0.12700006858000001,0.111800060372,0.12190006582599998,0.165100089154,0.14220007678799998,0.106700057618,0.13460007268399998,0.12450006723,0.20070010837799998,0.076200041148,0.068600037044,0.12450006723,0.111800060372,0.086400046656,0.21080011383199998,0.12450006723,0.109200058968,0.154900083646,0.08130004390199999,0.14480007819200003,0.147300079542,0.07110003839399999,0.114300061722,0.073700039798,0.050800027432,0.076200041148,0.106700057618,0.1261761550916087,0.12320006652799999,0.14667507920450001,0.176550095337,0.261600141264,2023-01-10
01-11,1,11,0.050800027432,0.16760009050400002,0.12190006582599998,0.261600141264,0.12700006858000001,0.177800096012,0.078700042498,0.149900080946,0.12700006858000001,0.076200041148,0.09650005211,0.154900083646,0.106700057618,0.14480007819200003,0.106700057618,0.19300010422,0.20070010837799998,0.13210007133399998,0.09910005351399999,0.12450006723,0.11940006447600002,0.109200058968,0.13210007133399998,0.111800060372,0.12700006858000001,0.165100089154,0.14480007819200003,0.109200058968,0.13460007268399998,0.12450006723,0.203200109728,0.076200041148,0.07110003839399999,0.12950006993,0.111800060372,0.086400046656,0.22100011934000002,0.12700006858000001,0.111800060372,0.154900083646,0.08130004390199999,0.14480007819200003,0.15750008505,0.076200041148,0.116800063072,0.073700039798,0.050800027432,0.076200041148,0.106700057618,0.12866093904208695,0.125750067905,0.1486250802575,0.185400100116,0.261600141264,2023-01-11
01-12,1,12,0.050800027432,0.170200091908,0.12190006582599998,0.261600141264,0.12700006858000001,0.177800096012,0.078700042498,0.152400082296,0.12700006858000001,0.076200041148,0.09910005351399999,0.154900083646,0.101600054864,0.147300079542,0.106700057618,0.19300010422,0.208300112482,0.13460007268399998,0.09910005351399999,0.12700006858000001,0.11940006447600002,0.109200058968,0.13460007268399998,0.111800060372,0.13970007543799998,0.16760009050400002,0.14480007819200003,0.116800063072,0.137200074088,0.12700006858000001,0.203200109728,0.076200041148,0.073700039798,0.12950006993,0.111800060372,0.086400046656,0.23370012619799999,0.12950006993,0.111800060372,0.154900083646,0.08130004390199999,0.14480007819200003,0.16760009050400002,0.078700042498,0.12700006858000001,0.076200041148,0.050800027432,0.077450041823,0.10287505555250001,0.1306435488083478,0.12700006858000001,0.1511250816075,0.185400100116,0.261600141264,2023-01-12
01-13,1,13,0.050800027432,0.170200091908,0.12190006582599998,0.261600141264,0.12700006858000001,0.177800096012,0.078700042498,0.152400082296,0.12700006858000001,0.078700042498,0.101600054864,0.154900083646,0.101600054864,0.149900080946,0.106700057618,0.19300010422,0.213400115236,0.13970007543799998,0.09910005351399999,0.12950006993,0.12190006582599998,0.109200058968,0.13460007268399998,0.111800060372,0.13460007268399998,0.170200091908,0.154900083646,0.11940006447600002,0.14480007819200003,0.12950006993,0.203200109728,0.076200041148,0.073700039798,0.13460007268399998,0.111800060372,0.088900048006,0.241300130302,0.14480007819200003,0.111800060372,0.15750008505,0.08130004390199999,0.14480007819200003,0.16760009050400002,0.08380004525200001,0.12700006858000001,0.076200041148,0.050800027432,0.078700042498,0.10287505555250001,0.13241094106708695,0.128250069255,0.15427508330849998,0.185400100116,0.261600141264,2023-01-13
01-14,1,14,0.050800027432,0.17270009325799998,0.12190006582599998,0.261600141264,0.12700006858000001,0.177800096012,0.078700042498,0.154900083646,0.12950006993,0.078700042498,0.101600054864,0.154900083646,0.106700057618,0.152400082296,0.114300061722,0.19300010422,0.213400115236,0.14220007678799998,0.09910005351399999,0.12950006993,0.12190006582599998,0.109200058968,0.13210007133399998,0.116800063072,0.13210007133399998,0.16760009050400002,0.152400082296,0.12190006582599998,0.14480007819200003,0.13210007133399998,0.20570011107800001,0.078700042498,0.073700039798,0.137200074088,0.111800060372,0.088900048006,0.241300130302,0.14480007819200003,0.111800060372,0.16260008780399998,0.08380004525200001,0.14480007819200003,0.16760009050400002,0.088900048006,0.12700006858000001,0.078700042498,0.050800027432,0.078700042498,0.1073250579555,0.13345441989143478,0.12950006993,0.15427508330849998,0.185400100116,0.261600141264,2023-01-14
01-15,1,15,0.050800027432,0.175300094662,0.12190006582599998,0.261600141264,0.12700006858000001,0.177800096012,0.078700042498,0.154900083646,0.137200074088,0.078700042498,0.104100056214,0.15750008505,0.109200058968,0.152400082296,0.114300061722,0.19300010422,0.213400115236,0.14220007678799998,0.09910005351399999,0.12950006993,0.12190006582599998,0.109200058968,0.12950006993,0.12450006723,0.12950006993,0.170200091908,0.149900080946,0.12190006582599998,0.14480007819200003,0.13210007133399998,0.20570011107800001,0.08130004390199999,0.076200041148,0.14480007819200003,0.111800060372,0.09140004935599999,0.241300130302,0.14480007819200003,0.111800060372,0.165100089154,0.08380004525200001,0.147300079542,0.16760009050400002,0.101600054864,0.12950006993,0.076200041148,0.050800027432,0.0800000432,0.109200058968,0.13461529008352172,0.12950006993,0.15427508330849998,0.185400100116,0.261600141264,2023-01-15
01-16,1,16,0.053300028782,0.177800096012,0.12450006723,0.261600141264,0.12700006858000001,0.18290009876600002,0.078700042498,0.15750008505,0.137200074088,0.078700042498,0.116800063072,0.15750008505,0.109200058968,0.152400082296,0.116800063072,0.19300010422,0.213400115236,0.147300079542,0.09910005351399999,0.13210007133399998,0.12190006582599998,0.111800060372,0.13460007268399998,0.12700006858000001,0.12950006993,0.17270009325799998,0.147300079542,0.12190006582599998,0.14220007678799998,0.13210007133399998,0.20570011107800001,0.08380004525200001,0.08130004390199999,0.14220007678799998,0.111800060372,0.09400005076,0.241300130302,0.14480007819200003,0.111800060372,0.165100089154,0.08380004525200001,0.147300079542,0.17270009325799998,0.101600054864,0.13210007133399998,0.078700042498,0.053300028782,0.08255004457699999,0.111800060372,0.1359957256115652,0.13210007133399998,0.15622508436149998,0.187950101493,0.261600141264,2023-01-16
01-17,1,17,0.053300028782,0.177800096012,0.12700006858000001,0.261600141264,0.12700006858000001,0.18540010011600003,0.078700042498,0.15750008505,0.13460007268399998,0.078700042498,0.11940006447600002,0.1600000864,0.111800060372,0.154900083646,0.11940006447600002,0.19300010422,0.213400115236,0.149900080946,0.101600054864,0.13210007133399998,0.12190006582599998,0.111800060372,0.13970007543799998,0.12450006723,0.13210007133399998,0.170200091908,0.152400082296,0.12190006582599998,0.13970007543799998,0.13460007268399998,0.21080011383199998,0.08380004525200001,0.08380004525200001,0.14220007678799998,0.111800060372,0.101600054864,0.241300130302,0.14480007819200003,0.114300061722,0.16760009050400002,0.088900048006,0.147300079542,0.17270009325799998,0.101600054864,0.13210007133399998,0.078700042498,0.053300028782,0.08380004525200001,0.111800060372,0.13715659580365222,0.13210007133399998,0.156850084699,0.189200102168,0.261600141264,2023-01-17
01-18,1,18,0.055900030186,0.177800096012,0.12700006858000001,0.261600141264,0.12700006858000001,0.18540010011600003,0.08130004390199999,0.15750008505,0.13460007268399998,0.08130004390199999,0.11940006447600002,0.16260008780399998,0.114300061722,0.154900083646,0.12190006582599998,0.203200109728,0.213400115236,0.16260008780399998,0.106700057618,0.13460007268399998,0.12950006993,0.111800060372,0.14480007819200003,0.12450006723,0.13210007133399998,0.175300094662,0.154900083646,0.12450006723,0.137200074088,0.13460007268399998,0.218400117936,0.086400046656,0.08380004525200001,0.13970007543799998,0.111800060372,0.111800060372,0.241300130302,0.14480007819200003,0.11940006447600002,0.170200091908,0.09650005211,0.147300079542,0.175300094662,0.114300061722,0.137200074088,0.078700042498,0.055900030186,0.085100045954,0.114300061722,0.13976311895030435,0.13460007268399998,0.16132508711549998,0.194300104922,0.261600141264,2023-01-18
